thread_name,thread_url
Dax - Daily analysis and Discussion,https://www.forexfactory.com/thread/686417-dax-daily-analysis-and-discussion
Murrey Math indicator is very useful in Forex,https://www.forexfactory.com/thread/3584-murrey-math-indicator-is-very-useful-in-forex
Trading Cartoons and Pics,https://www.forexfactory.com/thread/307052-trading-cartoons-and-pics
Price is everything,https://www.forexfactory.com/thread/230888-price-is-everything
"The Documentary: ""Breaking Forex""",https://www.forexfactory.com/thread/827110-the-documentary-breaking-forex
Tracking Performance with Geometric Average,https://www.forexfactory.com/thread/1226240-tracking-performance-with-geometric-average
The best or worst...,https://www.forexfactory.com/thread/955907-the-best-or-worst
Where's The Edge?,https://www.forexfactory.com/thread/1185832-wheres-the-edge
Opening Range Breakout,https://www.forexfactory.com/thread/593162-opening-range-breakout
An online Journal either website or spreadsheet?,https://www.forexfactory.com/thread/1225101-an-online-journal-either-website-or-spreadsheet
Lot size calculator for gold and silver in AUD,https://www.forexfactory.com/thread/947249-lot-size-calculator-for-gold-and-silver-in
Truth about Copy trading,https://www.forexfactory.com/thread/1029221-truth-about-copy-trading
Stochastic secrets,https://www.forexfactory.com/thread/103884-stochastic-secrets
Trade Checklists,https://www.forexfactory.com/thread/755078-trade-checklists
Trading with Price Action - Daily Trading Analysis,https://www.forexfactory.com/thread/1002170-trading-with-price-action-daily-trading-analysis
GBPAUD,https://www.forexfactory.com/thread/564176-gbpaud
"Trading Reversals, Fundamentals vs Technicals",https://www.forexfactory.com/thread/1226284-trading-reversals-fundamentals-vs-technicals
Trading made simple with added BS,https://www.forexfactory.com/thread/567052-trading-made-simple-with-added-bs
Whats wrong with following twist to the grid or and Martingale?,https://www.forexfactory.com/thread/1223828-whats-wrong-with-following-twist-to-the-grid
How many trades do you take every month?,https://www.forexfactory.com/thread/976502-how-many-trades-do-you-take-every-month
The 5 Steps to becoming a trader,https://www.forexfactory.com/thread/3156-the-5-steps-to-becoming-a-trader
EWA Wave End,https://www.forexfactory.com/thread/1116368-ewa-wave-end
General Trading Thoughts (Not a System),https://www.forexfactory.com/thread/1226260-general-trading-thoughts-not-a-system
Gensler's SEC uses CCP linked company for a PSYOP...on crypto?,https://www.forexfactory.com/thread/1226213-genslers-sec-uses-ccp-linked-company-for-a
If the market price is efficient - how can retail profit,https://www.forexfactory.com/thread/1225343-if-the-market-price-is-efficient-how
3 RSI cross and above or below level 50,https://www.forexfactory.com/thread/556504-3-rsi-cross-and-above-or-below-level
Can you tell when the currency is overbought or oversold?,https://www.forexfactory.com/thread/1207707-can-you-tell-when-the-currency-is-overbought
2023 year,https://www.forexfactory.com/thread/1197566-2023-year
AI talking,https://www.forexfactory.com/thread/1049369-ai-talking
Forex Bonus deposit question,https://www.forexfactory.com/thread/1225002-forex-bonus-deposit-question
What To Pair Divergence With?,https://www.forexfactory.com/thread/1224791-what-to-pair-divergence-with
Do Elliott waves work?,https://www.forexfactory.com/thread/429019-do-elliott-waves-work
The best Youtube Strategy Vids - My selection - 2learn & earn,https://www.forexfactory.com/thread/1225033-the-best-youtube-strategy-vids-my-selection
1% to 3% Per Day? All things are Possible,https://www.forexfactory.com/thread/737253-1-to-3-per-day-all-things-are
Why Traders lose money and how to start being consistently profit,https://www.forexfactory.com/thread/1038808-why-traders-lose-money-and-how-to-start
The Secret to Success and profitable trading - What is it?,https://www.forexfactory.com/thread/942098-the-secret-to-success-and-profitable-trading
Survivorship Bias,https://www.forexfactory.com/thread/1190497-survivorship-bias
MT4/MT5 and ChatGPT - Leveraging on AI Opportunities,https://www.forexfactory.com/thread/1217425-mt4mt5-and-chatgpt-leveraging-on-ai-opportunities
GBPUSD - Data on impact of news,https://www.forexfactory.com/thread/1223866-gbpusd-data-on-impact-of-news
Looking for Excel Spreadsheets (Please post here),https://www.forexfactory.com/thread/9599-looking-for-excel-spreadsheets-please-post-here
Quotes and Videos for Traders,https://www.forexfactory.com/thread/635625-quotes-and-videos-for-traders
Fundamental/Quantitative analysis,https://www.forexfactory.com/thread/1149324-fundamentalquantitative-analysis
Random entries - Let's take it to the extreme,https://www.forexfactory.com/thread/965681-random-entries-lets-take-it-to-the
5 years experience of {sam seiden} on supply & demand trading,https://www.forexfactory.com/thread/694634-5-years-experience-of-sam-seiden-on-supply
Way to approach the ZigZag indicator! (?),https://www.forexfactory.com/thread/910056-way-to-approach-the-zigzag-indicator
multi-pair percentage scale charts,https://www.forexfactory.com/thread/28707-multi-pair-percentage-scale-charts
The Hardest Way to Trade: Context Trading,https://www.forexfactory.com/thread/877834-the-hardest-way-to-trade-context-trading
EURJPY | Market Footprint Chart,https://www.forexfactory.com/thread/1035053-eurjpy-market-footprint-chart
Would you either have a win or a loss?,https://www.forexfactory.com/thread/1222151-would-you-either-have-a-win-or-a
Will Artificial Intelligence Revolutionize Trading,https://www.forexfactory.com/thread/1214874-will-artificial-intelligence-revolutionize-trading
Going for it,https://www.forexfactory.com/thread/1154928-going-for-it
"5 second, 10 second and 30 second charts?",https://www.forexfactory.com/thread/205560-5-second-10-second-and-30-second-charts
Trading Without Charts,https://www.forexfactory.com/thread/1121735-trading-without-charts
Price action at the core = family members' discussion project,https://www.forexfactory.com/thread/1011616-price-action-at-the-core-family-members
Ichimoku Cloud,https://www.forexfactory.com/thread/1219848-ichimoku-cloud
Trading futures and options help,https://www.forexfactory.com/thread/1221107-trading-futures-and-options-help
Keep Calm and Carry On Trading,https://www.forexfactory.com/thread/980958-keep-calm-and-carry-on-trading
Delta Volume - Cumulative Delta Volume,https://www.forexfactory.com/thread/557042-delta-volume-cumulative-delta-volume
Corn futures,https://www.forexfactory.com/thread/160122-corn-futures
Behind the curtain,https://www.forexfactory.com/thread/1220512-behind-the-curtain
Fibonacci Indicator? Is it a big Joke?,https://www.forexfactory.com/thread/300071-fibonacci-indicator-is-it-a-big-joke
Can a trade occur if buyer and seller both enter market order?,https://www.forexfactory.com/thread/1218345-can-a-trade-occur-if-buyer-and-seller
"Show Trade Explorer, why Yes or why Not...",https://www.forexfactory.com/thread/457918-show-trade-explorer-why-yes-or-why-not
Reversal Strategy,https://www.forexfactory.com/thread/749487-reversal-strategy
"+1000%? It's Done Now, +10000% next?",https://www.forexfactory.com/thread/1025891-1000-its-done-now-10000-next
Fixed Lot Size vs Fixed Value,https://www.forexfactory.com/thread/347046-fixed-lot-size-vs-fixed-value
The Dissent Channel: Volman Price Action,https://www.forexfactory.com/thread/1069939-the-dissent-channel-volman-price-action
Need your input - truthful youtube channel for trading systems,https://www.forexfactory.com/thread/1219632-need-your-input-truthful-youtube-channel-for
FX Trading in Europe under threat - act now,https://www.forexfactory.com/thread/731832-fx-trading-in-europe-under-threat-act
Gannzilla - question,https://www.forexfactory.com/thread/389914-gannzilla-question
"After 1.5 years, at a crossroads, need advice from veterans",https://www.forexfactory.com/thread/1218193-after-15-years-at-a-crossroads-need-advice
I lost 7k dollars and I am in a massive pain,https://www.forexfactory.com/thread/485723-i-lost-7k-dollars-and-i-am-in
Scalper Trading Technique,https://www.forexfactory.com/thread/1162722-scalper-trading-technique
My fxStairs expert,https://www.forexfactory.com/thread/1214951-my-fxstairs-expert
Does it matter what base currency account is based on?,https://www.forexfactory.com/thread/479438-does-it-matter-what-base-currency-account-is
How to make every trading week profitable,https://www.forexfactory.com/thread/1189122-how-to-make-every-trading-week-profitable
What was your lowest point?,https://www.forexfactory.com/thread/1178922-what-was-your-lowest-point
Stock market opinions,https://www.forexfactory.com/thread/1134910-stock-market-opinions
MTF ADX for all pairs,https://www.forexfactory.com/thread/46667-mtf-adx-for-all-pairs
"Multi Time Frame Trading: Benefits, Challenges, and Strategies",https://www.forexfactory.com/thread/1217779-multi-time-frame-trading-benefits-challenges-and-strategies
Alternative Trade Management/Money Management Methods,https://www.forexfactory.com/thread/488106-alternative-trade-managementmoney-management-methods
What are the risks of copy trading?,https://www.forexfactory.com/thread/496054-what-are-the-risks-of-copy-trading
Bullish/Bearish Reversals,https://www.forexfactory.com/thread/1215164-bullishbearish-reversals
What is US strength?,https://www.forexfactory.com/thread/1215853-what-is-us-strength
ERA Cycle framework,https://www.forexfactory.com/thread/1217066-era-cycle-framework
From Technical to Fundamental to Intuition,https://www.forexfactory.com/thread/326812-from-technical-to-fundamental-to-intuition
Mathematical Relationship between Forex pairs,https://www.forexfactory.com/thread/565244-mathematical-relationship-between-forex-pairs
Using NEAT/RL/DL for trading?,https://www.forexfactory.com/thread/1077187-using-neatrldl-for-trading
Lot size per trade vs number of trades,https://www.forexfactory.com/thread/1211965-lot-size-per-trade-vs-number-of-trades
"A winner with 94% of return in less than a month, how come?!",https://www.forexfactory.com/thread/1199897-a-winner-with-94-of-return-in-less
AUDUSD/USDCAD pair trading: Is it possible? or martingale?,https://www.forexfactory.com/thread/1207667-audusdusdcad-pair-trading-is-it-possible-or-martingale
USA Based Prop Firms,https://www.forexfactory.com/thread/1211225-usa-based-prop-firms
BRICS / US Digital Currency...Downfall of the US$?,https://www.forexfactory.com/thread/1214856-brics-us-digital-currencydownfall-of-the-us
Higher Edge within a Single Candlestick,https://www.forexfactory.com/thread/533279-higher-edge-within-a-single-candlestick
Historical Swap Data,https://www.forexfactory.com/thread/1213792-historical-swap-data
Trading Crude Oil inventories,https://www.forexfactory.com/thread/1213189-trading-crude-oil-inventories
USD/COP assistance,https://www.forexfactory.com/thread/218429-usdcop-assistance
Intraday swing trading,https://www.forexfactory.com/thread/1210583-intraday-swing-trading
"If you haven't made it yet, what makes you think you will?",https://www.forexfactory.com/thread/594052-if-you-havent-made-it-yet-what-makes
Grid Trading,https://www.forexfactory.com/thread/99592-grid-trading
Advice For Traders Who Aren't Profitable Yet,https://www.forexfactory.com/thread/1209065-advice-for-traders-who-arent-profitable-yet
Trading market structure,https://www.forexfactory.com/thread/1120366-trading-market-structure
Trend following system is dead,https://www.forexfactory.com/thread/1205716-trend-following-system-is-dead
Markets/trading will cease to exist soon if you do not stop this,https://www.forexfactory.com/thread/1211616-marketstrading-will-cease-to-exist-soon-if-you
About Candlesticks: Why they were created? What do they reveal?,https://www.forexfactory.com/thread/522214-about-candlesticks-why-they-were-created-what-do
SMC - You've got it all wrong!,https://www.forexfactory.com/thread/1147450-smc-youve-got-it-all-wrong
Help with Prop Firm,https://www.forexfactory.com/thread/1212177-help-with-prop-firm
XJO S&P200 AUS,https://www.forexfactory.com/thread/1065364-xjo-sp200-aus
Commitment of trader report (COT) now gone.. CBDC next?,https://www.forexfactory.com/thread/1209628-commitment-of-trader-report-cot-now-gone-cbdc
38 Steps to being a Trader,https://www.forexfactory.com/thread/1-38-steps-to-being-a-trader
Where can I see major economic news for Korean currency?,https://www.forexfactory.com/thread/1209399-where-can-i-see-major-economic-news-for
Higher vol pairs define turning points for minors?,https://www.forexfactory.com/thread/1211466-higher-vol-pairs-define-turning-points-for-minors
Trend Trading,https://www.forexfactory.com/thread/684670-trend-trading
How do you trade the Asian session?,https://www.forexfactory.com/thread/589634-how-do-you-trade-the-asian-session
Rags to Riches in 10 or 20 Trades - Simplicity at its finest,https://www.forexfactory.com/thread/444377-rags-to-riches-in-10-or-20-trades
Auction Market Value Theory & Analytics,https://www.forexfactory.com/thread/482744-auction-market-value-theory-analytics
The power of range bars,https://www.forexfactory.com/thread/390663-the-power-of-range-bars
Explain to me the reason for this candle,https://www.forexfactory.com/thread/1210589-explain-to-me-the-reason-for-this-candle
Need spreadsheet for the twenty pip challenge with 50:1 leverage,https://www.forexfactory.com/thread/1207704-need-spreadsheet-for-the-twenty-pip-challenge-with
"High Volatility: Liquidity, Volume & Momentum Effects on Trade",https://www.forexfactory.com/thread/1138209-high-volatility-liquidity-volume-momentum-effects-on
Donchian Channel and other breakout methods,https://www.forexfactory.com/thread/171552-donchian-channel-and-other-breakout-methods
Hedge Trade-panel,https://www.forexfactory.com/thread/701784-hedge-trade-panel
Whelp... This was Highly risky...who else traded thru Powell?,https://www.forexfactory.com/thread/1209612-whelp-this-was-highly-riskywho-else-traded-thru
The Brutal Truth of Trading,https://www.forexfactory.com/thread/1097948-the-brutal-truth-of-trading
MT4 Tick Chart Scalping,https://www.forexfactory.com/thread/601360-mt4-tick-chart-scalping
How to identify the most Ranging Zones,https://www.forexfactory.com/thread/661314-how-to-identify-the-most-ranging-zones
Why is EUR falling now?,https://www.forexfactory.com/thread/1208348-why-is-eur-falling-now
Challenging a Loser,https://www.forexfactory.com/thread/361635-challenging-a-loser
Delta Phenomenon,https://www.forexfactory.com/thread/20-delta-phenomenon
A Basic Guide On How To Read and Trade The Markets,https://www.forexfactory.com/thread/565234-a-basic-guide-on-how-to-read-and
Hunting EU-CPI data today,https://www.forexfactory.com/thread/1208517-hunting-eu-cpi-data-today
50 Lots and Up (Your Experience Trading Large Lots),https://www.forexfactory.com/thread/979777-50-lots-and-up-your-experience-trading-large
Looking for Successful Automated Trading Traders,https://www.forexfactory.com/thread/1205734-looking-for-successful-automated-trading-traders
Are bitcoin owners making a crypto-exit?,https://www.forexfactory.com/thread/1165408-are-bitcoin-owners-making-a-crypto-exit
A jump to the beginning - chaos and market forces,https://www.forexfactory.com/thread/550563-a-jump-to-the-beginning-chaos-and
When Should You Give Up On Trading?,https://www.forexfactory.com/thread/1158858-when-should-you-give-up-on-trading
How Would Inverse Correlated Pairs React If/When USD Crashes,https://www.forexfactory.com/thread/1207725-how-would-inverse-correlated-pairs-react-ifwhen-usd
Are Risk/Reward ratios simply nonsense?,https://www.forexfactory.com/thread/398646-are-riskreward-ratios-simply-nonsense
Neowave and Glenn Neely,https://www.forexfactory.com/thread/10696-neowave-and-glenn-neely
Basic Level of Trading,https://www.forexfactory.com/thread/850360-basic-level-of-trading
Trend Lines Don't Work,https://www.forexfactory.com/thread/278670-trend-lines-dont-work
FOMO,https://www.forexfactory.com/thread/1206441-fomo
Volume in Forex,https://www.forexfactory.com/thread/1195637-volume-in-forex
Cable Update (GBP/USD) without Idiots,https://www.forexfactory.com/thread/1017657-cable-update-gbpusd-without-idiots
Trading Logic and Market Constants,https://www.forexfactory.com/thread/581678-trading-logic-and-market-constants
The bearish momentum in the gold market daily chart buttresses,https://www.forexfactory.com/thread/1206221-the-bearish-momentum-in-the-gold-market-daily
is Averaging Down Profitable?,https://www.forexfactory.com/thread/281529-is-averaging-down-profitable
WD Gann Ebooks,https://www.forexfactory.com/thread/808024-wd-gann-ebooks
Correlated Currency Divergence Strategy,https://www.forexfactory.com/thread/1167981-correlated-currency-divergence-strategy
"Make Money Trading Forex? This way, or the highway",https://www.forexfactory.com/thread/1084610-make-money-trading-forex-this-way-or-the
Stochastic indicator + zigzag indicator,https://www.forexfactory.com/thread/1204465-stochastic-indicator-zigzag-indicator
Historical data like investing.com but with lower timeframes?,https://www.forexfactory.com/thread/1204427-historical-data-like-investingcom-but-with-lower-timeframes
Does anyone still believe that Forex is a zero sum game?,https://www.forexfactory.com/thread/1197829-does-anyone-still-believe-that-forex-is-a
There is no Magic Moving Average - You need only one,https://www.forexfactory.com/thread/691864-there-is-no-magic-moving-average-you
How does the FOREX price move and who decides on the prices?,https://www.forexfactory.com/thread/943110-how-does-the-forex-price-move-and-who
Currency index trading experience,https://www.forexfactory.com/thread/486669-currency-index-trading-experience
Instagram & Youtube Trading scams,https://www.forexfactory.com/thread/1013630-instagram-youtube-trading-scams
"Why Are We Here? If you are really here for profits, please read!",https://www.forexfactory.com/thread/943393-why-are-we-here-if-you-are-really
Systematic trading,https://www.forexfactory.com/thread/167720-systematic-trading
Filter / rotational enabling of multiple systems based on EQ?,https://www.forexfactory.com/thread/1203175-filter-rotational-enabling-of-multiple-systems-based
How to properly use indicators,https://www.forexfactory.com/thread/711594-how-to-properly-use-indicators
Should we trade Spot Gold or Futures?,https://www.forexfactory.com/thread/1198729-should-we-trade-spot-gold-or-futures
HGI Indicator,https://www.forexfactory.com/thread/850305-hgi-indicator
Best place to get free Forex historical data from,https://www.forexfactory.com/thread/214055-best-place-to-get-free-forex-historical-data
The trading environment has become so difficult now,https://www.forexfactory.com/thread/1162397-the-trading-environment-has-become-so-difficult-now
Comparing tick volume in different brokers,https://www.forexfactory.com/thread/1201500-comparing-tick-volume-in-different-brokers
MT4 Trading the GAP With Excel,https://www.forexfactory.com/thread/561309-mt4-trading-the-gap-with-excel
Tillman Method Revisited,https://www.forexfactory.com/thread/1200628-tillman-method-revisited
trading pairs in different directions,https://www.forexfactory.com/thread/1201863-trading-pairs-in-different-directions
Weekly Watchlist for Reversal Traders,https://www.forexfactory.com/thread/1180720-weekly-watchlist-for-reversal-traders
CHFJPY down trend?,https://www.forexfactory.com/thread/1201071-chfjpy-down-trend
Profitable GBPUSD m5 EA,https://www.forexfactory.com/thread/999321-profitable-gbpusd-m5-ea
Session Seasonality,https://www.forexfactory.com/thread/791225-session-seasonality
Social trading problem,https://www.forexfactory.com/thread/812677-social-trading-problem
Anyone trading with a Prop firm,https://www.forexfactory.com/thread/1064610-anyone-trading-with-a-prop-firm
How is price anchored to reality?,https://www.forexfactory.com/thread/1199744-how-is-price-anchored-to-reality
Most accurate website or tool for pair correlation?,https://www.forexfactory.com/thread/1200009-most-accurate-website-or-tool-for-pair-correlation
Trading RENKO on higher timeframes,https://www.forexfactory.com/thread/1012524-trading-renko-on-higher-timeframes
The best direction changing patterns; Quasimodo vs 5-0 Pattern,https://www.forexfactory.com/thread/1198828-the-best-direction-changing-patterns-quasimodo-vs-5-0
"Just figures and RSI, nothing more",https://www.forexfactory.com/thread/1119547-just-figures-and-rsi-nothing-more
Nikkei 225,https://www.forexfactory.com/thread/548512-nikkei-225
"trading using 123 pattern, any experience to share?",https://www.forexfactory.com/thread/622028-trading-using-123-pattern-any-experience-to-share
"Trading for rebate, any advice?",https://www.forexfactory.com/thread/607223-trading-for-rebate-any-advice
Thread of shame,https://www.forexfactory.com/thread/1193460-thread-of-shame
Gann Take Profit Levels,https://www.forexfactory.com/thread/82292-gann-take-profit-levels
eSignal Programming Services,https://www.forexfactory.com/thread/8112-esignal-programming-services
Swap rate question,https://www.forexfactory.com/thread/1198352-swap-rate-question
Technical Analysis Fallacy,https://www.forexfactory.com/thread/57639-technical-analysis-fallacy
The Strength of USD,https://www.forexfactory.com/thread/666641-the-strength-of-usd
Harmonic trading-harmonic patterns,https://www.forexfactory.com/thread/9978-harmonic-trading-harmonic-patterns
widgets for currency index,https://www.forexfactory.com/thread/1197945-widgets-for-currency-index
Forex - A negative sum game for losers,https://www.forexfactory.com/thread/651547-forex-a-negative-sum-game-for-losers
Inside Bar Maximizer,https://www.forexfactory.com/thread/1153607-inside-bar-maximizer
Discussions on Order Flow/Volume,https://www.forexfactory.com/thread/963309-discussions-on-order-flowvolume
scalping strategy,https://www.forexfactory.com/thread/2895-scalping-strategy
"Traders4Traders ""get funded to trade"" programme - Any review?",https://www.forexfactory.com/thread/915078-traders4traders-get-funded-to-trade-programme-any
Fitting life around trading. Anyone change style to scalping?,https://www.forexfactory.com/thread/1194765-fitting-life-around-trading-anyone-change-style-to
Share Backtesting Spreadsheets/Trading Journals,https://www.forexfactory.com/thread/1197028-share-backtesting-spreadsheetstrading-journals
Real trading education,https://www.forexfactory.com/thread/636772-real-trading-education
USD/TRY and EUR/TRY,https://www.forexfactory.com/thread/535632-usdtry-and-eurtry
3 Dimensional Analysis,https://www.forexfactory.com/thread/1196714-3-dimensional-analysis
"Trading Books, your essential guide",https://www.forexfactory.com/thread/402816-trading-books-your-essential-guide
EUR/PLN,https://www.forexfactory.com/thread/1192466-eurpln
Limit order cannot be cancelled when the market is closed?,https://www.forexfactory.com/thread/1195865-limit-order-cannot-be-cancelled-when-the-market
Top 100 best Trading Systems: post good Trading Systems here,https://www.forexfactory.com/thread/786315-top-100-best-trading-systems-post-good-trading
Do you guys trade better when you are drunk?,https://www.forexfactory.com/thread/1009422-do-you-guys-trade-better-when-you-are
Some clarification on Order Blocks please?,https://www.forexfactory.com/thread/1195515-some-clarification-on-order-blocks-please
Whats your best money management method?,https://www.forexfactory.com/thread/956214-whats-your-best-money-management-method
Filters on Scalping entries,https://www.forexfactory.com/thread/1194819-filters-on-scalping-entries
Strategy of losers,https://www.forexfactory.com/thread/201989-strategy-of-losers
Currency pairs' divergence and Liquidity,https://www.forexfactory.com/thread/1195471-currency-pairs-divergence-and-liquidity
Discussion about multiple time frames and indicators,https://www.forexfactory.com/thread/658789-discussion-about-multiple-time-frames-and-indicators
NZD/USD,https://www.forexfactory.com/thread/3775-nzdusd
Risky EAs better than investing in Bitcoin,https://www.forexfactory.com/thread/1195006-risky-eas-better-than-investing-in-bitcoin
Harmonic Elliott Wave (HEW),https://www.forexfactory.com/thread/460515-harmonic-elliott-wave-hew
"Scalping economic news, testimonials?",https://www.forexfactory.com/thread/1187217-scalping-economic-news-testimonials
5 years and still no strategy,https://www.forexfactory.com/thread/656830-5-years-and-still-no-strategy
Portfolio Hedging,https://www.forexfactory.com/thread/1193681-portfolio-hedging
Win in Trend and Win in Range,https://www.forexfactory.com/thread/753580-win-in-trend-and-win-in-range
Algorithmic Trading,https://www.forexfactory.com/thread/1156037-algorithmic-trading
Replicating trades of profitable traders' theoretical questions,https://www.forexfactory.com/thread/1193053-replicating-trades-of-profitable-traders-theoretical-questions
Trading book(s) - please recommend if you can,https://www.forexfactory.com/thread/967089-trading-books-please-recommend-if-you-can
Hedging Because You Don't Want To Lose,https://www.forexfactory.com/thread/503738-hedging-because-you-dont-want-to-lose
USDSGD,https://www.forexfactory.com/thread/707128-usdsgd
How FX options can affect spot price heading in to expiration,https://www.forexfactory.com/thread/451998-how-fx-options-can-affect-spot-price-heading
Which website Correlation is more accurate?,https://www.forexfactory.com/thread/1192485-which-website-correlation-is-more-accurate
Soul's Thread,https://www.forexfactory.com/thread/1048506-souls-thread
Crypto Vs Currency,https://www.forexfactory.com/thread/1105627-crypto-vs-currency
Plain Chart Trading,https://www.forexfactory.com/thread/1184790-plain-chart-trading
Can brokers see indicators we have and what settings on mt4/5?,https://www.forexfactory.com/thread/1191959-can-brokers-see-indicators-we-have-and-what
1001 strategies/approaches to trade,https://www.forexfactory.com/thread/1189742-1001-strategiesapproaches-to-trade
Trading Renko,https://www.forexfactory.com/thread/199285-trading-renko
VHands Trading Simulator,https://www.forexfactory.com/thread/60849-vhands-trading-simulator
Best Indicator Ever based on ATR,https://www.forexfactory.com/thread/599743-best-indicator-ever-based-on-atr
"Pending orders on broker side, who gets the best price?",https://www.forexfactory.com/thread/1190238-pending-orders-on-broker-side-who-gets-the
EUR/USD might break its recent downtrend,https://www.forexfactory.com/thread/1190088-eurusd-might-break-its-recent-downtrend
Catching monster waves during recessions,https://www.forexfactory.com/thread/1167425-catching-monster-waves-during-recessions
What is the best metatrader expert adviser with live record?,https://www.forexfactory.com/thread/1188611-what-is-the-best-metatrader-expert-adviser-with
"Wisdom, Motivation & Success",https://www.forexfactory.com/thread/1093941-wisdom-motivation-success
Which one is best of all these 100 EAs,https://www.forexfactory.com/thread/724377-which-one-is-best-of-all-these-100
Can money management make Forex trading profitable?,https://www.forexfactory.com/thread/610858-can-money-management-make-forex-trading-profitable
Can you create an EA that helps read the chart?,https://www.forexfactory.com/thread/1189019-can-you-create-an-ea-that-helps-read
Dragon harmonics pattern,https://www.forexfactory.com/thread/545641-dragon-harmonics-pattern
Trade management,https://www.forexfactory.com/thread/684733-trade-management
Any indicator that tells when Choppy/Ranging starts/ends?,https://www.forexfactory.com/thread/1018934-any-indicator-that-tells-when-choppyranging-startsends
I Need Help on How to Trade With This Setup,https://www.forexfactory.com/thread/1183957-i-need-help-on-how-to-trade-with
Business Related Forex Thesis ideas?,https://www.forexfactory.com/thread/608206-business-related-forex-thesis-ideas
Do you believe brokers hunt your stoploss,https://www.forexfactory.com/thread/660378-do-you-believe-brokers-hunt-your-stoploss
Gilt and Bonds Market,https://www.forexfactory.com/thread/1185593-gilt-and-bonds-market
Any Traders here familiar with hypnosis?,https://www.forexfactory.com/thread/1186786-any-traders-here-familiar-with-hypnosis
Who is the most profitable trader on Forex Factory?,https://www.forexfactory.com/thread/616918-who-is-the-most-profitable-trader-on-forex
Trading Systems or Trading Setups,https://www.forexfactory.com/thread/10209-trading-systems-or-trading-setups
Stock index futures pricing,https://www.forexfactory.com/thread/1183560-stock-index-futures-pricing
Fundamental Trading with a Directional Bias,https://www.forexfactory.com/thread/519629-fundamental-trading-with-a-directional-bias
