thread_name,thread_url
"From Zero to Hero ? Trade with balance $2,3",https://www.forexfactory.com/thread/937772-from-zero-to-hero-trade-with-balance
Voelt Trading Journal,https://www.forexfactory.com/thread/1219818-voelt-trading-journal
AkaMRP  FTMO Journey,https://www.forexfactory.com/thread/1011398-akamrp-ftmo-journey
The Crack Spread trading,https://www.forexfactory.com/thread/1215951-the-crack-spread-trading
Naustingfx End-Of-Day Trading System Journal @ 68.26% WinRate,https://www.forexfactory.com/thread/1197836-naustingfx-end-of-day-trading-system-journal-6826-winrate
Daily Trading Strategy [ADR + RSI = High Probability],https://www.forexfactory.com/thread/1016796-daily-trading-strategy-adr-rsi-high
BTM - Expert Advisor (EA),https://www.forexfactory.com/thread/961302-btm-expert-advisor-ea
Financial Markets Observatory Lab,https://www.forexfactory.com/thread/511519-financial-markets-observatory-lab
My Trading Journal to $1M from $1K Real Account,https://www.forexfactory.com/thread/1218763-my-trading-journal-to-1m-from-1k-real
Quantconnect,https://www.forexfactory.com/thread/1184133-quantconnect
"That ""AHA"" Moment",https://www.forexfactory.com/thread/719593-that-aha-moment
Intraday Tradable's,https://www.forexfactory.com/thread/1174370-intraday-tradables
"ES S&P 500 futures, NQ NASDAQ 100 futures, RTY Russell 2000",https://www.forexfactory.com/thread/855474-es-sp-500-futures-nq-nasdaq-100-futures
NZDUSD Long,https://www.forexfactory.com/thread/1218813-nzdusd-long
Market Structure/Supply & Demand (SMC) 4HR & 15MIN,https://www.forexfactory.com/thread/1212735-market-structuresupply-demand-smc-4hr-15min
Aroon Strat from Transparent Trader & my improvements/variation,https://www.forexfactory.com/thread/1218187-aroon-strat-from-transparent-trader-my-improvementsvariation
Daily analysis practice: Market at a glance,https://www.forexfactory.com/thread/1213762-daily-analysis-practice-market-at-a-glance
Zone Recovery Trading System EA,https://www.forexfactory.com/thread/1031053-zone-recovery-trading-system-ea
Trading correlation pairs by using the other pairs,https://www.forexfactory.com/thread/996596-trading-correlation-pairs-by-using-the-other-pairs
Wilczur's Journal,https://www.forexfactory.com/thread/1118282-wilczurs-journal
I Traded The Zone Recovery Trading System For 10 Days,https://www.forexfactory.com/thread/1001299-i-traded-the-zone-recovery-trading-system-for
Average Down,https://www.forexfactory.com/thread/1157061-average-down
ICT - M1 Scalping,https://www.forexfactory.com/thread/1215726-ict-m1-scalping
"Attempt2 - 2 months - Demo | Intraday, aggressive, manual",https://www.forexfactory.com/thread/1214132-attempt2-2-months-demo-intraday
The DIBS Method - No Free Lunch Returns,https://www.forexfactory.com/thread/1057632-the-dibs-method-no-free-lunch-returns
SP Entry all the way,https://www.forexfactory.com/thread/1162402-sp-entry-all-the-way
JacobOkey12 Fx Signal,https://www.forexfactory.com/thread/814918-jacobokey12-fx-signal
The Shadow Realm,https://www.forexfactory.com/thread/1215614-the-shadow-realm
trades journal live,https://www.forexfactory.com/thread/486123-trades-journal-live
The strengths of trading with FDP,https://www.forexfactory.com/thread/1081936-the-strengths-of-trading-with-fdp
A Plus Setups only,https://www.forexfactory.com/thread/1214024-a-plus-setups-only
My GBPJPY trade journal,https://www.forexfactory.com/thread/88949-my-gbpjpy-trade-journal
My Journal as a Professional Trader,https://www.forexfactory.com/thread/1191459-my-journal-as-a-professional-trader
RoT Live Trading,https://www.forexfactory.com/thread/1215007-rot-live-trading
Average Daily Range Table (ADR),https://www.forexfactory.com/thread/474726-average-daily-range-table-adr
The 5%er's High Stakes Challenge,https://www.forexfactory.com/thread/1214559-the-5ers-high-stakes-challenge
Free Trade copier,https://www.forexfactory.com/thread/1214384-free-trade-copier
Cycle Trading,https://www.forexfactory.com/thread/42407-cycle-trading
My way of seeing the market,https://www.forexfactory.com/thread/1054215-my-way-of-seeing-the-market
US30 Trading murid,https://www.forexfactory.com/thread/997568-us30-trading-murid
Quantitative Trading Journal,https://www.forexfactory.com/thread/1213949-quantitative-trading-journal
$50 challenge,https://www.forexfactory.com/thread/941191-50-challenge
32 Forex 3 Indexes Gold and other,https://www.forexfactory.com/thread/1193086-32-forex-3-indexes-gold-and-other
Gunung Emas,https://www.forexfactory.com/thread/1213624-gunung-emas
A Study on Trading with Oscillators,https://www.forexfactory.com/thread/1145491-a-study-on-trading-with-oscillators
Scalping the Momentum,https://www.forexfactory.com/thread/1206550-scalping-the-momentum
Trading Journal (only my take),https://www.forexfactory.com/thread/699111-trading-journal-only-my-take
HANG-SENG 50 Trading Journal,https://www.forexfactory.com/thread/1213045-hang-seng-50-trading-journal
Another simple breakout system,https://www.forexfactory.com/thread/759-another-simple-breakout-system
binary option strategy,https://www.forexfactory.com/thread/1199759-binary-option-strategy
"Power Of 3 Buyside Liquidity and Sellside Liquidity Wicks, FVG",https://www.forexfactory.com/thread/1141570-power-of-3-buyside-liquidity-and-sellside-liquidity
NZDJPY - Mypair14,https://www.forexfactory.com/thread/1212551-nzdjpy-mypair14
Market Profile (TPO Chart) Trading,https://www.forexfactory.com/thread/1099715-market-profile-tpo-chart-trading
Trading using Market Profile,https://www.forexfactory.com/thread/492710-trading-using-market-profile
VSA/Weis-Wave Trading With Krazy,https://www.forexfactory.com/thread/504533-vsaweis-wave-trading-with-krazy
Recovering an almost lost account ($25.00 dollars),https://www.forexfactory.com/thread/1185124-recovering-an-almost-lost-account-2500-dollars
High Level Accuracy Method  3-bar pattern Indicator/Alert,https://www.forexfactory.com/thread/881970-high-level-accuracy-method-3-bar-pattern-indicatoralert
A12s Trading Journal,https://www.forexfactory.com/thread/1069861-a12s-trading-journal
NRP Indicator and Strategy,https://www.forexfactory.com/thread/1097640-nrp-indicator-and-strategy
Mexican's informal entries,https://www.forexfactory.com/thread/1209987-mexicans-informal-entries
EOFT,https://www.forexfactory.com/thread/1211107-eoft
Art of Trade,https://www.forexfactory.com/thread/1176223-art-of-trade
New Martingale EA (logic like Mathtrader EA),https://www.forexfactory.com/thread/614739-new-martingale-ea-logic-like-mathtrader-ea
My Random Thoughts,https://www.forexfactory.com/thread/1204831-my-random-thoughts
Darkangels pips hunter,https://www.forexfactory.com/thread/1078335-darkangels-pips-hunter
DAX Futures March 2023,https://www.forexfactory.com/thread/1194958-dax-futures-march-2023
S&P 500 Futures - Trading IRT,https://www.forexfactory.com/thread/1209559-sp-500-futures-trading-irt
"FederalTrade CHFJPY, NZDCHF Brief",https://www.forexfactory.com/thread/1207095-federaltrade-chfjpy-nzdchf-brief
Kas1's Journal,https://www.forexfactory.com/thread/334877-kas1s-journal
The Mill,https://www.forexfactory.com/thread/1208604-the-mill
Amyc Trade Journal,https://www.forexfactory.com/thread/228616-amyc-trade-journal
H4 Mobile Trading Simple Strategy,https://www.forexfactory.com/thread/824888-h4-mobile-trading-simple-strategy
Fried Jam trading journal,https://www.forexfactory.com/thread/1209512-fried-jam-trading-journal
BasketEA v1.6 (Demo and Live),https://www.forexfactory.com/thread/1097646-basketea-v16-demo-and-live
Exploiting trapped traders on S&R flips,https://www.forexfactory.com/thread/1202321-exploiting-trapped-traders-on-sr-flips
Fagin's Corner,https://www.forexfactory.com/thread/1065305-fagins-corner
10$ - 30days - Trading Deriv Indices,https://www.forexfactory.com/thread/1139681-10-30days-trading-deriv-indices
Defeating Paralysis Analysis,https://www.forexfactory.com/thread/750035-defeating-paralysis-analysis
KissFan's Trading Journal,https://www.forexfactory.com/thread/70069-kissfans-trading-journal
Clairvoyant Journal,https://www.forexfactory.com/thread/1081605-clairvoyant-journal
Writing it down gets it out of my head...,https://www.forexfactory.com/thread/958722-writing-it-down-gets-it-out-of-my
"Scalp - Geometry + Structure + SnD + SnR, Swing - EMA Rejections",https://www.forexfactory.com/thread/1204784-scalp-geometry-structure-snd
(REAL) Flip Coin Jurnal,https://www.forexfactory.com/thread/1208749-real-flip-coin-jurnal
DATS - Daily Astro*Technical Signals,https://www.forexfactory.com/thread/89329-dats-daily-astrotechnical-signals
Forex Funds Challenge - Anyone else tried this?,https://www.forexfactory.com/thread/1172414-forex-funds-challenge-anyone-else-tried-this
priceaction1 journal,https://www.forexfactory.com/thread/484850-priceaction1-journal
Tradingview 100% Free Profitable Indicator Startegy,https://www.forexfactory.com/thread/1207328-tradingview-100-free-profitable-indicator-startegy
Trade with Logic: Supply & Demand Zone Trading,https://www.forexfactory.com/thread/1203698-trade-with-logic-supply-demand-zone-trading
Johnny vs 10K TFF Challenge,https://www.forexfactory.com/thread/1203851-johnny-vs-10k-tff-challenge
vidvad's 2023 4-9-18 ema journal,https://www.forexfactory.com/thread/1200263-vidvads-2023-4-9-18-ema-journal
My Journal,https://www.forexfactory.com/thread/1205857-my-journal
Journal of a Maturing Trader,https://www.forexfactory.com/thread/1198570-journal-of-a-maturing-trader
my personal performance  so think to share,https://www.forexfactory.com/thread/1206353-my-personal-performance-so-think-to-share
Statistics based system; Technical Documentation,https://www.forexfactory.com/thread/1148221-statistics-based-system-technical-documentation
US30 trading robot in making,https://www.forexfactory.com/thread/1178048-us30-trading-robot-in-making
Trade Briefs,https://www.forexfactory.com/thread/1203590-trade-briefs
Abcd fibo retracement trading journal,https://www.forexfactory.com/thread/1064623-abcd-fibo-retracement-trading-journal
My Ichimoku Way,https://www.forexfactory.com/thread/1050212-my-ichimoku-way
Anyone interested to test a trading strategy on my live account?,https://www.forexfactory.com/thread/1203742-anyone-interested-to-test-a-trading-strategy-on
roger44's hkd forex market,https://www.forexfactory.com/thread/947748-roger44s-hkd-forex-market
Zero point Zero,https://www.forexfactory.com/thread/1172335-zero-point-zero
"Price Action at Levels S/D, S/R, Fibs with RN'S",https://www.forexfactory.com/thread/1053012-price-action-at-levels-sd-sr-fibs-with
Testing/learning FxAutoTrade,https://www.forexfactory.com/thread/1199208-testinglearning-fxautotrade
How To Trade With Accuracy - The Market Way,https://www.forexfactory.com/thread/1168125-how-to-trade-with-accuracy-the-market
Welcome to the 3% club,https://www.forexfactory.com/thread/1129910-welcome-to-the-3-club
"$1,000,000.00 and Beyond ft. FTMO",https://www.forexfactory.com/thread/1052056-100000000-and-beyond-ft-ftmo
Profit and losses journal,https://www.forexfactory.com/thread/1030996-profit-and-losses-journal
NI225: NIKKEI 225 of Japan listed shares,https://www.forexfactory.com/thread/639254-ni225-nikkei-225-of-japan-listed-shares
roger44's usa stock market,https://www.forexfactory.com/thread/873234-roger44s-usa-stock-market
My private 1 hour talking with multi-millionaire,https://www.forexfactory.com/thread/1185981-my-private-1-hour-talking-with-multi-millionaire
Lack of Sleep May Increase Risk of Death,https://www.forexfactory.com/thread/1200705-lack-of-sleep-may-increase-risk-of-death
Free GBPJPY Signals,https://www.forexfactory.com/thread/1200132-free-gbpjpy-signals
Nasdaq Futures NQ Trading Diary,https://www.forexfactory.com/thread/1106217-nasdaq-futures-nq-trading-diary
Expert Advisors optimization & backtesting,https://www.forexfactory.com/thread/962243-expert-advisors-optimization-backtesting
BankNifty Journal,https://www.forexfactory.com/thread/1199352-banknifty-journal
Trading for a living using price action @ S&R levels,https://www.forexfactory.com/thread/540382-trading-for-a-living-using-price-action
MultiTimeFrame Trend Trading with Price Action,https://www.forexfactory.com/thread/517046-multitimeframe-trend-trading-with-price-action
Own Private Economic News Scalper,https://www.forexfactory.com/thread/1198701-own-private-economic-news-scalper
The Last Journal,https://www.forexfactory.com/thread/1194634-the-last-journal
Profitable EA for High Skill Users,https://www.forexfactory.com/thread/1198513-profitable-ea-for-high-skill-users
Breakout Trading System Journal,https://www.forexfactory.com/thread/1185983-breakout-trading-system-journal
NQ party,https://www.forexfactory.com/thread/1185272-nq-party
"120 Days Challenge to take $60 to $1,000,000",https://www.forexfactory.com/thread/1138192-120-days-challenge-to-take-60-to-1000000
Duck Hunting Strategy: 100$ to 1000$,https://www.forexfactory.com/thread/1165241-duck-hunting-strategy-100-to-1000
Re-igniting Dancingphil's ZigZag strategy,https://www.forexfactory.com/thread/1157547-re-igniting-dancingphils-zigzag-strategy
2023 - Third Time Lucky,https://www.forexfactory.com/thread/1197064-2023-third-time-lucky
VFG Forex,https://www.forexfactory.com/thread/788726-vfg-forex
Experimental system (live) Trading,https://www.forexfactory.com/thread/1178225-experimental-system-live-trading
TRD,https://www.forexfactory.com/thread/562581-trd
Tiktok forex,https://www.forexfactory.com/thread/1196934-tiktok-forex
Margin trading - road to $1million using $10.00,https://www.forexfactory.com/thread/1195770-margin-trading-road-to-1million-using-1000
The Last Journal,https://www.forexfactory.com/thread/1007984-the-last-journal
Circular Trend-Waves,https://www.forexfactory.com/thread/401693-circular-trend-waves
Remax's Journal,https://www.forexfactory.com/thread/1086019-remaxs-journal
Study of movements in Gold and Silver,https://www.forexfactory.com/thread/1196412-study-of-movements-in-gold-and-silver
The Great Pumpkin,https://www.forexfactory.com/thread/509526-the-great-pumpkin
Ripple Effect,https://www.forexfactory.com/thread/1070698-ripple-effect
"Technical Analysis all CFD Instruments: Forex, Stocks, Crypto",https://www.forexfactory.com/thread/1050502-technical-analysis-all-cfd-instruments-forex-stocks-crypto
Vyda System,https://www.forexfactory.com/thread/1156193-vyda-system
it's a small matter,https://www.forexfactory.com/thread/462458-its-a-small-matter
My Gold trading n scalping journey to 2000plus,https://www.forexfactory.com/thread/1020410-my-gold-trading-n-scalping-journey-to-2000plus
DAX Futures December 2022,https://www.forexfactory.com/thread/1178147-dax-futures-december-2022
Every successful trader's trading journal,https://www.forexfactory.com/thread/1194773-every-successful-traders-trading-journal
LUNC/USDT - Scalp Scalp Baby!,https://www.forexfactory.com/thread/1194425-luncusdt-scalp-scalp-baby
DAX CFD trading VP,https://www.forexfactory.com/thread/1193408-dax-cfd-trading-vp
moneyMaster's trade log,https://www.forexfactory.com/thread/1194242-moneymasters-trade-log
"Minimize risk, maximize profit and ride a trend",https://www.forexfactory.com/thread/1111536-minimize-risk-maximize-profit-and-ride-a-trend
JVA-RSI System,https://www.forexfactory.com/thread/1193899-jva-rsi-system
The Journal,https://www.forexfactory.com/thread/1193310-the-journal
Wave analysis,https://www.forexfactory.com/thread/981077-wave-analysis
Payapa Trading System - Modified Ali's Version,https://www.forexfactory.com/thread/997975-payapa-trading-system-modified-alis-version
NEPT: A Prop Trading Journal to Success,https://www.forexfactory.com/thread/1130615-nept-a-prop-trading-journal-to-success
Grid Hedging,https://www.forexfactory.com/thread/1180242-grid-hedging
10$ to 100.000$ challenge With CashSharkWealth Hybrid Systems,https://www.forexfactory.com/thread/1184569-10-to-100000-challenge-with-cashsharkwealth-hybrid-systems
PA Setups,https://www.forexfactory.com/thread/1186075-pa-setups
Phoenix Reborn Rises To The Top,https://www.forexfactory.com/thread/1188571-phoenix-reborn-rises-to-the-top
Alf Ralf's Trading Journal,https://www.forexfactory.com/thread/1191803-alf-ralfs-trading-journal
Trading Birthday!,https://www.forexfactory.com/thread/1192570-trading-birthday
Euro Analysis,https://www.forexfactory.com/thread/1191846-euro-analysis
IC Market Live journal to trade by patience,https://www.forexfactory.com/thread/1191198-ic-market-live-journal-to-trade-by-patience
Intraday Trading with TMS,https://www.forexfactory.com/thread/1185237-intraday-trading-with-tms
My Journal,https://www.forexfactory.com/thread/601306-my-journal
8 years of work,https://www.forexfactory.com/thread/1188879-8-years-of-work
price move strength,https://www.forexfactory.com/thread/1191881-price-move-strength
TheWolf's Journal (Inactive),https://www.forexfactory.com/thread/1168731-thewolfs-journal-inactive
No Nonsense Way Of Trading,https://www.forexfactory.com/thread/1176841-no-nonsense-way-of-trading
No Nonsense Forex (New Beginning),https://www.forexfactory.com/thread/1181940-no-nonsense-forex-new-beginning
Testing2,https://www.forexfactory.com/thread/1187193-testing2
GBP/USD Journal,https://www.forexfactory.com/thread/1187197-gbpusd-journal
DAX Futures September 2022,https://www.forexfactory.com/thread/1162683-dax-futures-september-2022
Semafor Trading,https://www.forexfactory.com/thread/288011-semafor-trading
Mt4canfx: Trading Journal,https://www.forexfactory.com/thread/1191530-mt4canfx-trading-journal
Nothing to see here,https://www.forexfactory.com/thread/1188018-nothing-to-see-here
Much Ado About Nothing - Mumbo Jumbo Rojak,https://www.forexfactory.com/thread/1171831-much-ado-about-nothing-mumbo-jumbo-rojak
"SLT ""Stable Long Term"" EA",https://www.forexfactory.com/thread/1167453-slt-stable-long-term-ea
Russian System v 2.68,https://www.forexfactory.com/thread/1190763-russian-system-v-268
Pips Log,https://www.forexfactory.com/thread/702380-pips-log
Point and Figure pattern indicator,https://www.forexfactory.com/thread/569654-point-and-figure-pattern-indicator
Ichimonku 20 and 55 days,https://www.forexfactory.com/thread/1189571-ichimonku-20-and-55-days
DAX - CFD scalping,https://www.forexfactory.com/thread/1159518-dax-cfd-scalping
Against The Crowd - Profitable sentiment trading,https://www.forexfactory.com/thread/589733-against-the-crowd-profitable-sentiment-trading
5ers Trader vs. Independent Trader,https://www.forexfactory.com/thread/1060809-5ers-trader-vs-independent-trader
Renkology,https://www.forexfactory.com/thread/1051233-renkology
TFF Journal,https://www.forexfactory.com/thread/1188496-tff-journal
15 Minute Time Frame Probability Based Trading Journal,https://www.forexfactory.com/thread/1177686-15-minute-time-frame-probability-based-trading-journal
Greetings to All,https://www.forexfactory.com/thread/401597-greetings-to-all
"""Ratios & Harmonics: a Different Way to Trade."" Summary",https://www.forexfactory.com/thread/403393-ratios-harmonics-a-different-way-to-trade
New Adventure,https://www.forexfactory.com/thread/1175805-new-adventure
