thread_name,thread_url
Trading is as simple as 1-2-3,https://www.forexfactory.com/thread/549745-trading-is-as-simple-as-1-2-3
As simple as possible: RENKO M5 trading,https://www.forexfactory.com/thread/518592-as-simple-as-possible-renko-m5-trading
High Probability Fibonacci Zones,https://www.forexfactory.com/thread/228468-high-probability-fibonacci-zones
Trading against the herd,https://www.forexfactory.com/thread/930316-trading-against-the-herd
Breakout London Timeframe,https://www.forexfactory.com/thread/624965-breakout-london-timeframe
The Small Turtle System (Donchian Trend +MACD),https://www.forexfactory.com/thread/1170707-the-small-turtle-system-donchian-trend-macd
Predicting swing tops and bottoms in any time frame,https://www.forexfactory.com/thread/1091515-predicting-swing-tops-and-bottoms-in-any-time
Daylight Trading Strategy,https://www.forexfactory.com/thread/1086170-daylight-trading-strategy
Guppy's Multi-Moving Average (GMMA),https://www.forexfactory.com/thread/5933-guppys-multi-moving-average-gmma
Support and Resistance Method - Pharley,https://www.forexfactory.com/thread/551541-support-and-resistance-method-pharley
Supply and Demand trading with Fibs,https://www.forexfactory.com/thread/316631-supply-and-demand-trading-with-fibs
Simple H4 Mobile Trading System,https://www.forexfactory.com/thread/830795-simple-h4-mobile-trading-system
PA Trading with EMAs and common Sense,https://www.forexfactory.com/thread/1205272-pa-trading-with-emas-and-common-sense
Buyside and Sellside Liquidity PDH & PDL,https://www.forexfactory.com/thread/1225053-buyside-and-sellside-liquidity-pdh-pdl
123PatternsV6 revisited,https://www.forexfactory.com/thread/326305-123patternsv6-revisited
Billy & Jim TMA & Channel & Life Health & Wealth,https://www.forexfactory.com/thread/1125619-billy-jim-tma-channel-life
Trio Orchestra EA: A free - no expiry - little grid rider,https://www.forexfactory.com/thread/736275-trio-orchestra-ea-a-free-no-expiry
Overlay Positive Hedging EA,https://www.forexfactory.com/thread/358957-overlay-positive-hedging-ea
Murrey Math and Quantum Method,https://www.forexfactory.com/thread/642648-murrey-math-and-quantum-method
Two systems in one - Very simple divergence strategy,https://www.forexfactory.com/thread/1214704-two-systems-in-one-very-simple-divergence
MGH System (Martingale Grid & Hedging),https://www.forexfactory.com/thread/497448-mgh-system-martingale-grid-hedging
Gann PVS (Price vibration System) Trading,https://www.forexfactory.com/thread/308230-gann-pvs-price-vibration-system-trading
Daily green/red candle,https://www.forexfactory.com/thread/537112-daily-greenred-candle
EURJPY M15 system 80%+,https://www.forexfactory.com/thread/730458-eurjpy-m15-system-80
RSS (Ridiculously Simple System),https://www.forexfactory.com/thread/437113-rss-ridiculously-simple-system
Spud's MTF FIB Breakout System,https://www.forexfactory.com/thread/30109-spuds-mtf-fib-breakout-system
2 Red 2 Green trend following system,https://www.forexfactory.com/thread/1222760-2-red-2-green-trend-following-system
Weekly Gap Strategy,https://www.forexfactory.com/thread/710311-weekly-gap-strategy
Yet another moving average crossover system,https://www.forexfactory.com/thread/320335-yet-another-moving-average-crossover-system
Ichimoku and price action,https://www.forexfactory.com/thread/669343-ichimoku-and-price-action
APB Trading System,https://www.forexfactory.com/thread/1094557-apb-trading-system
Turtle trading system,https://www.forexfactory.com/thread/718099-turtle-trading-system
EA 2020,https://www.forexfactory.com/thread/973170-ea-2020
CHOROS System,https://www.forexfactory.com/thread/236210-choros-system
EA31337 released for free,https://www.forexfactory.com/thread/756666-ea31337-released-for-free
The Paradox System,https://www.forexfactory.com/thread/574515-the-paradox-system
High risk Fibonacci pivot confluence,https://www.forexfactory.com/thread/1221958-high-risk-fibonacci-pivot-confluence
Quantum London Trading,https://www.forexfactory.com/thread/551382-quantum-london-trading
RSI 50 X Scalping System,https://www.forexfactory.com/thread/1209024-rsi-50-x-scalping-system
MA_Bbands_v4.1,https://www.forexfactory.com/thread/896957-mabbandsv41
On Point,https://www.forexfactory.com/thread/1047434-on-point
The DIBS Method... No Free Lunch continues,https://www.forexfactory.com/thread/86766-the-dibs-method-no-free-lunch-continues
"RSI, ADX System",https://www.forexfactory.com/thread/217264-rsi-adx-system
Monday/Tuesday Breakout EA,https://www.forexfactory.com/thread/990728-mondaytuesday-breakout-ea
Three Pairs Hedging,https://www.forexfactory.com/thread/279648-three-pairs-hedging
Trading Forex is Hard,https://www.forexfactory.com/thread/800112-trading-forex-is-hard
SM_Body_Switch indicator system,https://www.forexfactory.com/thread/1144348-smbodyswitch-indicator-system
AMAZING Strategy!!!,https://www.forexfactory.com/thread/405-amazing-strategy
Winning H1 candlestick patterns,https://www.forexfactory.com/thread/502060-winning-h1-candlestick-patterns
Central Banks & Big Players,https://www.forexfactory.com/thread/156106-central-banks-big-players
Neo Renko Pattern Trading,https://www.forexfactory.com/thread/1073709-neo-renko-pattern-trading
RBA System,https://www.forexfactory.com/thread/930790-rba-system
Ema 20 50 cross over,https://www.forexfactory.com/thread/1219498-ema-20-50-cross-over
Follow the BIG Candle,https://www.forexfactory.com/thread/472331-follow-the-big-candle
mean reversion strategy,https://www.forexfactory.com/thread/1219670-mean-reversion-strategy
SWB Martingale EA,https://www.forexfactory.com/thread/235750-swb-martingale-ea
HAC & RAC - A Simple-Minded Approach,https://www.forexfactory.com/thread/577014-hac-rac-a-simple-minded-approach
RENKO system with Mihailo!,https://www.forexfactory.com/thread/322817-renko-system-with-mihailo
Ronnierott's 1 Hour Strategy,https://www.forexfactory.com/thread/281832-ronnierotts-1-hour-strategy
Hammer and Shooting Star,https://www.forexfactory.com/thread/1207691-hammer-and-shooting-star
PVSRA Scalping with Cigarguy,https://www.forexfactory.com/thread/575363-pvsra-scalping-with-cigarguy
Flexy Grid EA (Grid Trading),https://www.forexfactory.com/thread/682126-flexy-grid-ea-grid-trading
Little Kumo 2016 V2 (Ichimoku) with Template,https://www.forexfactory.com/thread/595993-little-kumo-2016-v2-ichimoku-with-template
Smart Grid EA,https://www.forexfactory.com/thread/935052-smart-grid-ea
Lean Mean Money Making Machine,https://www.forexfactory.com/thread/406671-lean-mean-money-making-machine
LazyHedging Trading Ideas,https://www.forexfactory.com/thread/1058948-lazyhedging-trading-ideas
Up and under price pattern,https://www.forexfactory.com/thread/444458-up-and-under-price-pattern
Vic Noble & Shirley Hudson  The London Close Trade Strategy,https://www.forexfactory.com/thread/823910-vic-noble-shirley-hudson-the-london
Renko channel - very accurate (assembled by me),https://www.forexfactory.com/thread/991736-renko-channel-very-accurate-assembled-by-me
R3 Strategy,https://www.forexfactory.com/thread/1217965-r3-strategy
The Fibonacci channel projections (FCP),https://www.forexfactory.com/thread/990237-the-fibonacci-channel-projections-fcp
"LWBR - Big Reward using M15, H4 and D1 combo",https://www.forexfactory.com/thread/1099669-lwbr-big-reward-using-m15-h4-and
Pattern robot,https://www.forexfactory.com/thread/1204502-pattern-robot
Retti's Simplicity Magic,https://www.forexfactory.com/thread/1215962-rettis-simplicity-magic
Building an equity millipede,https://www.forexfactory.com/thread/245149-building-an-equity-millipede
Cumulative Delta Price Volume,https://www.forexfactory.com/thread/1206405-cumulative-delta-price-volume
Simple Trendline Orderflow System,https://www.forexfactory.com/thread/1101009-simple-trendline-orderflow-system
Profitunity (Chaos) Trading System by Bill Williams,https://www.forexfactory.com/thread/26044-profitunity-chaos-trading-system-by-bill-williams
Pivot Trading EA,https://www.forexfactory.com/thread/773563-pivot-trading-ea
Renko and fractals,https://www.forexfactory.com/thread/641760-renko-and-fractals
15 min my best trading strategy,https://www.forexfactory.com/thread/1216014-15-min-my-best-trading-strategy
4 TF HA,https://www.forexfactory.com/thread/802725-4-tf-ha
Chaos Trading System,https://www.forexfactory.com/thread/117125-chaos-trading-system
Trading system using relative strength,https://www.forexfactory.com/thread/113181-trading-system-using-relative-strength
Happs Trading System,https://www.forexfactory.com/thread/259419-happs-trading-system
Price rejections from whatever's on its way (e.g. pivot ma round),https://www.forexfactory.com/thread/1202120-price-rejections-from-whatevers-on-its-way-eg
D1 Elasticity Pullback Trading,https://www.forexfactory.com/thread/973872-d1-elasticity-pullback-trading
"The secret of the eastern trader - Profit factor: 5,3",https://www.forexfactory.com/thread/848054-the-secret-of-the-eastern-trader-profit
MTF RSI Trading System,https://www.forexfactory.com/thread/504229-mtf-rsi-trading-system
Sail the Grid - System without the need to analyze the chart,https://www.forexfactory.com/thread/890546-sail-the-grid-system-without-the-need
f(x) News Trading,https://www.forexfactory.com/thread/1211343-fx-news-trading
"One pair system, very slow but accurate",https://www.forexfactory.com/thread/724387-one-pair-system-very-slow-but-accurate
As complicated as necessary: Highest Open / Lowest Open Trade,https://www.forexfactory.com/thread/593119-as-complicated-as-necessary-highest-open-lowest
what can we do with 90% winrate?,https://www.forexfactory.com/thread/562829-what-can-we-do-with-90-winrate
Another simple system - Time-Frame 15,https://www.forexfactory.com/thread/345586-another-simple-system-time-frame-15
Trading Market Structure,https://www.forexfactory.com/thread/324257-trading-market-structure
Market Structure Only- keep your charts clean,https://www.forexfactory.com/thread/1068072-market-structure-only-keep-your-charts-clean
MeMe Trades + Hedging System,https://www.forexfactory.com/thread/755030-meme-trades-hedging-system
5 min strategy trade,https://www.forexfactory.com/thread/493149-5-min-strategy-trade
Simple Fibonacci Trading,https://www.forexfactory.com/thread/349103-simple-fibonacci-trading
Trading using Gann Square of 9 (Experiment) and Price Action,https://www.forexfactory.com/thread/1076789-trading-using-gann-square-of-9-experiment-and
From Concept To Profitable Trading,https://www.forexfactory.com/thread/956243-from-concept-to-profitable-trading
New profitable System - Sidus,https://www.forexfactory.com/thread/6137-new-profitable-system-sidus
Wolfe Waves - Get in the Zone,https://www.forexfactory.com/thread/645104-wolfe-waves-get-in-the-zone
Twin RSI - simple trading strategy,https://www.forexfactory.com/thread/1202522-twin-rsi-simple-trading-strategy
Trap Breaker,https://www.forexfactory.com/thread/541050-trap-breaker
Genesis Matrix Trading,https://www.forexfactory.com/thread/373796-genesis-matrix-trading
Trend Follower 5 Minute System,https://www.forexfactory.com/thread/40325-trend-follower-5-minute-system
THE only Pattern,https://www.forexfactory.com/thread/607008-the-only-pattern
Very simple strategy AUD/USD,https://www.forexfactory.com/thread/999602-very-simple-strategy-audusd
Three Line Break Martingale,https://www.forexfactory.com/thread/1197833-three-line-break-martingale
Another simple trading idea (cTrader! only sadly...),https://www.forexfactory.com/thread/1208787-another-simple-trading-idea-ctrader-only-sadly
Trading Simple Patterns,https://www.forexfactory.com/thread/1043395-trading-simple-patterns
HeikenAshi 1H Strategy,https://www.forexfactory.com/thread/1058908-heikenashi-1h-strategy
Scalping M1 LWMA as Trigger + SuperTrap9,https://www.forexfactory.com/thread/1205813-scalping-m1-lwma-as-trigger-supertrap9
Kela tuka ni zala maka trading strategy,https://www.forexfactory.com/thread/901043-kela-tuka-ni-zala-maka-trading-strategy
[TDT] Reich System,https://www.forexfactory.com/thread/1183240-tdt-reich-system
Base Hits - Over and Over,https://www.forexfactory.com/thread/1203849-base-hits-over-and-over
Astro based Turning Points known in Advance,https://www.forexfactory.com/thread/565863-astro-based-turning-points-known-in-advance
The Pouria Method,https://www.forexfactory.com/thread/17011-the-pouria-method
CCI 200EMA,https://www.forexfactory.com/thread/1159515-cci-200ema
Simple 3 EMA Pullback Strategy,https://www.forexfactory.com/thread/983632-simple-3-ema-pullback-strategy
Ichimoku H4 D1 trading system,https://www.forexfactory.com/thread/519264-ichimoku-h4-d1-trading-system
Quad Candle System,https://www.forexfactory.com/thread/668957-quad-candle-system
"Grid trading system, keeping DD to a minimum",https://www.forexfactory.com/thread/585838-grid-trading-system-keeping-dd-to-a-minimum
my 2019 hedging strategy EA,https://www.forexfactory.com/thread/917172-my-2019-hedging-strategy-ea
XAU/USD Zig Zag indicator pro,https://www.forexfactory.com/thread/1125111-xauusd-zig-zag-indicator-pro
TMS for M30 charts,https://www.forexfactory.com/thread/526735-tms-for-m30-charts
RSI-EMA-TDI-Ichimoku in one System,https://www.forexfactory.com/thread/1198698-rsi-ema-tdi-ichimoku-in-one-system
FREE EA - Zig and Zag (FIFO Compliant Yay!),https://www.forexfactory.com/thread/589936-free-ea-zig-and-zag-fifo-compliant
Trendline Scalping System,https://www.forexfactory.com/thread/912456-trendline-scalping-system
Follow the Candles,https://www.forexfactory.com/thread/956138-follow-the-candles
Pyramiding EA,https://www.forexfactory.com/thread/778769-pyramiding-ea
Trend Cycle Entry,https://www.forexfactory.com/thread/1134457-trend-cycle-entry
Trading FRAMA Ribbon only,https://www.forexfactory.com/thread/954170-trading-frama-ribbon-only
Powerful Fib Based System - by DAZfx,https://www.forexfactory.com/thread/75922-powerful-fib-based-system-by-dazfx
Trading 101,https://www.forexfactory.com/thread/1084430-trading-101
Swing Trades using Price Action,https://www.forexfactory.com/thread/175346-swing-trades-using-price-action
123 Pattern EA,https://www.forexfactory.com/thread/210023-123-pattern-ea
BB break + trendline break,https://www.forexfactory.com/thread/883090-bb-break-trendline-break
Consistent Profitable Trading using 4H Outside Bar w/ Pivots,https://www.forexfactory.com/thread/884375-consistent-profitable-trading-using-4h-outside-bar-w
"""Bullish Engulfing Bar"" and ""Bearish Engulfing Bar"" trade",https://www.forexfactory.com/thread/999676-bullish-engulfing-bar-and-bearish-engulfing-bar-trade
Trend following - daily bar only,https://www.forexfactory.com/thread/1202076-trend-following-daily-bar-only
ZigZag 3 Windows,https://www.forexfactory.com/thread/1151698-zigzag-3-windows
ZigZag - Keep It Simple Stupid,https://www.forexfactory.com/thread/1157595-zigzag-keep-it-simple-stupid
Price Action Pullback Strategy,https://www.forexfactory.com/thread/995689-price-action-pullback-strategy
Neural network strategy,https://www.forexfactory.com/thread/1121309-neural-network-strategy
Advice Needed-Offline Chart,https://www.forexfactory.com/thread/980863-advice-needed-offline-chart
Simple Zigzag + Fibonacci Strategy,https://www.forexfactory.com/thread/987910-simple-zigzag-fibonacci-strategy
Renko line in the sand,https://www.forexfactory.com/thread/607294-renko-line-in-the-sand
EA Friday Gold Rush,https://www.forexfactory.com/thread/1060592-ea-friday-gold-rush
Simple High Profit low Drawdown Triangular Arbitrage,https://www.forexfactory.com/thread/676132-simple-high-profit-low-drawdown-triangular-arbitrage
Symphonie Trader System,https://www.forexfactory.com/thread/315572-symphonie-trader-system
Simple RSI & EMA high Profitable ratio Strategy,https://www.forexfactory.com/thread/599061-simple-rsi-ema-high-profitable-ratio-strategy
Stochastic Trading with MACD filter,https://www.forexfactory.com/thread/680198-stochastic-trading-with-macd-filter
Lucky Spike System,https://www.forexfactory.com/thread/269108-lucky-spike-system
Hidden divergence,https://www.forexfactory.com/thread/571044-hidden-divergence
Mind and Machine Scalping system for risk-averse retirees,https://www.forexfactory.com/thread/1145580-mind-and-machine-scalping-system-for-risk-averse-retirees
GBPUSD Mouteki Alert Registry,https://www.forexfactory.com/thread/9337-gbpusd-mouteki-alert-registry
0400-0700 GMT Breakout Strategy,https://www.forexfactory.com/thread/183582-0400-0700-gmt-breakout-strategy
Smart Volume Divergence!,https://www.forexfactory.com/thread/909822-smart-volume-divergence
GrogolSimpleSystem,https://www.forexfactory.com/thread/1187237-grogolsimplesystem
Jankone M5 thread,https://www.forexfactory.com/thread/163972-jankone-m5-thread
"Day trades 5,10,20 ema",https://www.forexfactory.com/thread/161609-day-trades-51020-ema
Let's Smooth Things Out,https://www.forexfactory.com/thread/1103349-lets-smooth-things-out
Long sailing - System to trade only the long side,https://www.forexfactory.com/thread/896412-long-sailing-system-to-trade-only-the
Statistics combined with system. Profitable? What do you think,https://www.forexfactory.com/thread/771822-statistics-combined-with-system-profitable-what-do-you
Daily chart trading - simple entry and exit criteria,https://www.forexfactory.com/thread/1126565-daily-chart-trading-simple-entry-and-exit
Consecutive Candles Williams %R and Volume with 55EMA Baseline,https://www.forexfactory.com/thread/914079-consecutive-candles-williams-r-and-volume-with-55ema
Binary Options System,https://www.forexfactory.com/thread/410811-binary-options-system
Richard Donchian EA,https://www.forexfactory.com/thread/184343-richard-donchian-ea
Three Bar Scalp Method w Probability,https://www.forexfactory.com/thread/46637-three-bar-scalp-method-w-probability
Signal fx - main fx - mathematics,https://www.forexfactory.com/thread/1191844-signal-fx-main-fx-mathematics
CCI-Swings meet SupRes,https://www.forexfactory.com/thread/569057-cci-swings-meet-supres
Mastering Swing Trading using Market Framework,https://www.forexfactory.com/thread/1102613-mastering-swing-trading-using-market-framework
5 minute binary option trading with good win ratio,https://www.forexfactory.com/thread/533791-5-minute-binary-option-trading-with-good-win
Trading DAX with TMA Slope,https://www.forexfactory.com/thread/606303-trading-dax-with-tma-slope
Trapping System: Tunnel Martingale,https://www.forexfactory.com/thread/524198-trapping-system-tunnel-martingale
Stable & safe TREND strategy - 30% to 40% yearly profits,https://www.forexfactory.com/thread/1046736-stable-safe-trend-strategy-30-to
TD9 Is Back,https://www.forexfactory.com/thread/1173584-td9-is-back
Daily Breakout Centipede System,https://www.forexfactory.com/thread/987941-daily-breakout-centipede-system
Center of Gravity Daily Trend Trade,https://www.forexfactory.com/thread/187468-center-of-gravity-daily-trend-trade
COT trading system with free indicator,https://www.forexfactory.com/thread/509416-cot-trading-system-with-free-indicator
Genesis trading system,https://www.forexfactory.com/thread/1007172-genesis-trading-system
TDI and Stochastic strategy,https://www.forexfactory.com/thread/437318-tdi-and-stochastic-strategy
The Little Kitten System,https://www.forexfactory.com/thread/1188791-the-little-kitten-system
Buyside and Sellside Liquidity Wicks and Liquidity Voids,https://www.forexfactory.com/thread/1147192-buyside-and-sellside-liquidity-wicks-and-liquidity-voids
My Swing Trading System,https://www.forexfactory.com/thread/436452-my-swing-trading-system
Ichimoku Kinko Hyo EA v1.1,https://www.forexfactory.com/thread/299439-ichimoku-kinko-hyo-ea-v11
Flexi Grid Trap EA,https://www.forexfactory.com/thread/571348-flexi-grid-trap-ea
4H Box Breakout,https://www.forexfactory.com/thread/168161-4h-box-breakout
Simple Monday-Tuesday System (attached calculator),https://www.forexfactory.com/thread/976730-simple-monday-tuesday-system-attached-calculator
Faramarzi Strategy,https://www.forexfactory.com/thread/1187496-faramarzi-strategy
Trading is as simple as ABCD,https://www.forexfactory.com/thread/486543-trading-is-as-simple-as-abcd
Follow The Line System,https://www.forexfactory.com/thread/1187077-follow-the-line-system
NonLagDot (NLD) EA is Here,https://www.forexfactory.com/thread/578676-nonlagdot-nld-ea-is-here
Bollinger Bandwidth Indicator Trading Strategy,https://www.forexfactory.com/thread/1010353-bollinger-bandwidth-indicator-trading-strategy
RSI trading - easy and profitable,https://www.forexfactory.com/thread/1005818-rsi-trading-easy-and-profitable
3 Bull and 3 Bear candles strategy,https://www.forexfactory.com/thread/1159573-3-bull-and-3-bear-candles-strategy
Freebie 1 min trading method,https://www.forexfactory.com/thread/339257-freebie-1-min-trading-method
Want to make money safe and sound,https://www.forexfactory.com/thread/1022957-want-to-make-money-safe-and-sound
TMT Trading System,https://www.forexfactory.com/thread/1082337-tmt-trading-system
"Trading Focal Points -- ""A Leap Of Faith""...",https://www.forexfactory.com/thread/1146109-trading-focal-points-a-leap-of-faith
The Killing Floor,https://www.forexfactory.com/thread/780088-the-killing-floor
Time Frame 5min Trend and Signals,https://www.forexfactory.com/thread/1180721-time-frame-5min-trend-and-signals
Easy trend following system,https://www.forexfactory.com/thread/1180702-easy-trend-following-system
Update v.1 sniper rishijay trading system new arrow in arsenal,https://www.forexfactory.com/thread/692194-update-v1-sniper-rishijay-trading-system-new-arrow
A Simple London Breakout V.2,https://www.forexfactory.com/thread/247220-a-simple-london-breakout-v2
Forex Dynamite: Explosion of Pips ;),https://www.forexfactory.com/thread/580416-forex-dynamite-explosion-of-pips
Turning Point Mov Avg System - Thoughts??,https://www.forexfactory.com/thread/31116-turning-point-mov-avg-system-thoughts
Fibonacci and targets,https://www.forexfactory.com/thread/816911-fibonacci-and-targets
"Higher low, lower high system",https://www.forexfactory.com/thread/108544-higher-low-lower-high-system
Scalping Strategy 1M - Recommended GBP/JPY,https://www.forexfactory.com/thread/217680-scalping-strategy-1m-recommended-gbpjpy
"GBPJPY, USDJPY, Gold, Nasdaq, SP500 - 3 Bars after NY open",https://www.forexfactory.com/thread/1158817-gbpjpy-usdjpy-gold-nasdaq-sp500-3-bars
Automatic download historical data(expert),https://www.forexfactory.com/thread/1038807-automatic-download-historical-dataexpert
News trading the simple way,https://www.forexfactory.com/thread/499441-news-trading-the-simple-way
Strategy: Daily Range Spike and Pull Back,https://www.forexfactory.com/thread/1038353-strategy-daily-range-spike-and-pull-back
Volume,https://www.forexfactory.com/thread/982176-volume
Renko Scalper / Strategy,https://www.forexfactory.com/thread/932553-renko-scalper-strategy
Micro Trend Scalping System,https://www.forexfactory.com/thread/208576-micro-trend-scalping-system
SilentFathers Trading Ideas,https://www.forexfactory.com/thread/800445-silentfathers-trading-ideas
Best Currency Strength EA Testing On Real Money Account,https://www.forexfactory.com/thread/943876-best-currency-strength-ea-testing-on-real-money
Identifying great set ups with MTF & PA,https://www.forexfactory.com/thread/1005066-identifying-great-set-ups-with-mtf-pa
My Breakout Strategy,https://www.forexfactory.com/thread/1021656-my-breakout-strategy
Essay: Trading system probability,https://www.forexfactory.com/thread/7672-essay-trading-system-probability
